From	Entry	Entry Name	Protein names	Gene Names	Organism	Reviewed
AT4G26600	Q8VYM6	NOP2B_ARATH	26S rRNA (cytosine-C(5))-methyltransferase NOP2B (EC 2.1.1.-) (Nucleolar protein 2B) (tRNA methyltransferase 4d) (AtTRM4d)	NOP2B TRM4d At4g26600 T15N24.50	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G55920	Q9FG73	NOP2A_ARATH	25S rRNA (cytosine-C(5))-methyltransferase NOP2A (EC 2.1.1.-) (Nucleolar protein 2A) (Protein OLIGOCELLULA 2) (tRNA methyltransferase 4c) (AtTRM4c)	NOP2A OLI2 TRM4c At5g55920 MYN21.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G47250	O22899	PRP43_ARATH	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH3 (EC 3.6.4.13) (DEAH RNA helicase homolog PRP43)	At2g47250 T08I13.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G22420	Q9SUX7	FB245_ARATH	Putative F-box protein At4g22420	At4g22420 F7K2.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G08940	Q9XF88	CB4B_ARATH	Chlorophyll a-b binding protein CP29.2, chloroplastic (LHCB4.2) (LHCII protein 4.2)	LHCB4.2 At3g08940 T16O11.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G33620	O22812	AHL10_ARATH	AT-hook motif nuclear-localized protein 10 (AT-hook protein 1)	AHL10 AHP1 At2g33620 F4P9.39	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G51940	Q9FJ98	RPD6A_ARATH	DNA-directed RNA polymerases II, IV and V subunit 6A (RNA polymerase Rpb6)	NRPB6A NRPD6A NRPE6A At5g51940 MSG15.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G59540	O22860	RL38_ARATH	Large ribosomal subunit protein eL38z/eL38y (60S ribosomal protein L38)	RPL38A RPL38 At2g43460 T1O24.20; RPL38B At3g59540 T16L24.90	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G45710	O64650	RS271_ARATH	Small ribosomal subunit protein eS27z (40S ribosomal protein S27-1)	RPS27A ARS27C At2g45710 F17K2.35 F4I18.31	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G47930	Q8L953	RS273_ARATH	Small ribosomal subunit protein eS27w (40S ribosomal protein S27-3)	RPS27D ARS27B At5g47930 K16F13.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G05530	Q9S9W2	SDRA_ARATH	Short-chain dehydrogenase/reductase SDRA (EC 1.1.-.-) (Protein INDOLE-3-BUTYRIC ACID RESPONSE 1) (Short-chain dehydrogenase/reductase A)	SDRA IBR1 At4g05530 T1J24.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G71310	Q9FVV7	RD521_ARATH	DNA repair RAD52-like protein 1, mitochondrial (Organellar DNA-binding protein 1)	RAD52-1 ODB1 At1g71310 F3I17.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G32910	Q8RXH2	NUP85_ARATH	Nuclear pore complex protein NUP85 (Nuclear pore complex protein NUP75) (Nucleoporin 75) (Nucleoporin 85)	NUP85 NUP75 At4g32910 F26P21.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G54890	Q01667	CAB6_ARATH	Chlorophyll a-b binding protein 6, chloroplastic (LHCI-730) (LHCII type III CAB-6) (Light-harvesting complex protein Lhca1)	LHCA1 CAB6 At3g54890 F28P10.130	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G60040	F4JXF9	NRPC1_ARATH	DNA-directed RNA polymerase III subunit 1 (DNA-directed RNA polymerase III subunit RPC1) (DNA polymerase I subunit C1) (EC 2.7.7.6) (Nuclear RNA polymerase C1)	NRPC1 RPC1 At5g60040 MGO3.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G21280	Q84WC6	UBP7_ARATH	Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (AtUBP7) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7)	UBP7 At3g21280 MXL8.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G18830	F4ICD9	SC31A_ARATH	Protein transport protein SEC31 homolog A (SEC31-like protein A)	SEC31A At1g18830 F6A14.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G47990	O82266	SWA1_ARATH	Protein SLOW WALKER 1 (Protein EMBRYO SAC DEVELOPMENT ARREST 13) (Protein EMBRYO SAC DEVELOPMENT ARREST 19)	SWA1 EDA13 EDA19 At2g47990 F17A22 T9J23.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G46800	Q93XM7	MCAT_ARATH	Mitochondrial carnitine/acylcarnitine carrier-like protein (Carnitine/acylcarnitine translocase-like protein) (CAC-like protein) (Protein A BOUT DE SOUFFLE)	BOU At5g46800 MZA15.23	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G06480	Q9SQV1	RH40_ARATH	DEAD-box ATP-dependent RNA helicase 40 (EC 3.6.4.13)	RH40 At3g06480 F24P17.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G26780	Q94C74	GLYM2_ARATH	Serine hydroxymethyltransferase 2, mitochondrial (AtSHMT2) (EC 2.1.2.1) (Glycine hydroxymethyltransferase 2) (Serine methylase 2)	SHM2 SHMT2 At5g26780 F2P16.40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G15780	F4I171	MD15A_ARATH	Mediator of RNA polymerase II transcription subunit 15a	MED15A MED15_2 At1g15780 F7H2.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G15770	F4I169	MD15B_ARATH	Probable mediator of RNA polymerase II transcription subunit 15b	MED15B MED15_1 At1g15770 F7H2.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G61790	P29402	CALX1_ARATH	Calnexin homolog 1	CNX1 At5g61790 MAC9.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G60770	O22714	PPR86_ARATH	Large ribosomal subunit protein mL101 (rPPR4) (Pentatricopeptide repeat-containing protein At1g60770)	At1g60770 F8A5.28	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G01940	Q9LPC7	CP18A_ARATH	Peptidyl-prolyl cis-trans isomerase CYP18-1 (PPIase CYP18-1) (EC 5.2.1.8) (Cyclophilin of 18 kDa 1) (Cyclophilin-18-1)	CYP18-1 At1g01940 F22M8.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G13490	P40941	ADT2_ARATH	ADP,ATP carrier protein 2, mitochondrial (ADP/ATP translocase 2) (Adenine nucleotide translocator 2) (ANT 2)	AAC2 ANT2 At5g13490 T6I14_20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G14660	A6QRA1	NRPE7_ARATH	DNA-directed RNA polymerase V subunit 7	NRPE7 At4g14660 dl3370c	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G02650	P0C896	PP209_ARATH	Small ribosomal subunit protein mS80 (rPPR6) (Pentatricopeptide repeat-containing protein At3g02650, mitochondrial)	At3g02650 F16B3.28	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G26900	Q9SZ30	HIS4_ARATH	Imidazole glycerol phosphate synthase hisHF, chloroplastic (IGP synthase) (IGPS) (ImGP synthase) (EC 4.3.2.10) (Protein HISTIDINE BIOSYNTHESIS 4) [Includes: Glutaminase (EC 3.5.1.2); Cyclase]	HISN4 At4g26900 F10M23.240	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G27380	P46416	GSHB_ARATH	Glutathione synthetase, chloroplastic (GSH synthetase) (GSH-S) (Glutathione synthase) (EC 6.3.2.3)	GSH2 GSHII At5g27380 F21A20_90	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G03710	Q8GZQ3	PNP1_ARATH	Polyribonucleotide nucleotidyltransferase 1, chloroplastic (AtcpPNPase) (EC 2.7.7.8) (Polynucleotide phosphorylase 1) (PNPase 1) (Protein PIGMENT DEFECTIVE 326) (Protein RESISTANT TO INHIBITION WITH FSM 10)	PNP1 PDE326 RIF10 At3g03710 F20H23.26 T12J13.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G28840	Q93VR3	GME_ARATH	GDP-mannose 3,5-epimerase (GDP-Man 3,5-epimerase) (EC 5.1.3.18)	At5g28840 F7P1.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G48390	Q9STL9	MRF4_ARATH	MA3 DOMAIN-CONTAINING TRANSLATION REGULATORY FACTOR 4 (MA3 domain-containing protein 7)	MRF4 MAT7 At3g48390 T29H11_90	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G55400	Q9M2T9	SYMM_ARATH	Methionine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase) (AtcpMetRS) (MetRS) (Protein OVULE ABORTION 1)	OVA1 At3g55400 T22E16.60	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G13510	Q9FY50	RK10_ARATH	Large ribosomal subunit protein uL10c (50S ribosomal protein L10, chloroplastic) (CL10)	RPL10 At5g13510 T6I14_40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G80750	Q9SAI5	RL71_ARATH	Large ribosomal subunit protein uL30z (60S ribosomal protein L7-1)	RPL7A At1g80750 F23A5.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G28180	Q9FZ92	RH44_ARATH	Putative DEAD-box ATP-dependent RNA helicase 44 (EC 3.6.4.13)	RH44 At1g28180 F3H9.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G09440	Q9FY71	EXOL4_ARATH	Protein EXORDIUM-like 4	EXL4 At5g09440 T5E8.240	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G26140	Q9SCV0	BGA12_ARATH	Beta-galactosidase 12 (Lactase 12) (EC 3.2.1.23)	BGAL12 At4g26140 F20B18.250	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G36760	F4JQH3	AMPP1_ARATH	Aminopeptidase P1 (AtAPP1) (EC 3.4.11.9)	APP1 At4g36760 AP22.64 C7A10.600	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G30920	Q944P7	AMPL2_ARATH	Leucine aminopeptidase 2, chloroplastic (EC 3.4.11.1) (Leucyl aminopeptidase 2) (AtLAP2) (Proline aminopeptidase 2) (EC 3.4.11.5) (Prolyl aminopeptidase 2)	LAP2 At4g30920 F6I18.170	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G30910	Q8RX72	AMPL3_ARATH	Leucine aminopeptidase 3, chloroplastic (EC 3.4.11.1) (Leucyl aminopeptidase 3) (AtLAP3) (Proline aminopeptidase 3) (EC 3.4.11.5) (Prolyl aminopeptidase 3)	LAP3 At4g30910 F6I18.180	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G27190	Q9LK34	UKL2_ARATH	Uridine/cytidine kinase UKL1, chloroplastic (EC 2.7.1.48) (Uridine kinase-like protein 2) (Uridine/cytidine kinase 2)	UKL2 UCK2 At3g27190 K17E12.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G68750	Q8GVE8	CAPP4_ARATH	Phosphoenolpyruvate carboxylase 4 (AtPPC4) (PEPC 4) (PEPCase 4) (EC 4.1.1.31)	PPC4 At1g68750 F14K14.14 F24J5.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G03650	Q9LZS3	GLGB2_ARATH	1,4-alpha-glucan-branching enzyme 2-2, chloroplastic/amyloplastic (AtSBE II-2) (EC 2.4.1.18) (Branching enzyme 2) (AtBE2) (Starch-branching enzyme 2-2)	SBE2.2 BE2 At5g03650 F17C15.70	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G12400	Q9STH1	HSOP3_ARATH	Hsp70-Hsp90 organizing protein 3 (AtHop3)	HOP3 At4g12400 T4C9.240	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G49240	Q9M3A8	PP273_ARATH	Pentatricopeptide repeat-containing protein At3g49240, mitochondrial (Protein EMBRYO DEFECTIVE 1796)	EMB1796 At3g49240 F2K15.100	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G11630	Q9SAB4	PPR33_ARATH	Pentatricopeptide repeat-containing protein At1g11630, mitochondrial	At1g11630 F25C20.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G37990	Q9SH88	RRS1_ARATH	Ribosome biogenesis regulatory protein homolog	At2g37990 T8P21.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G52930	Q9C928	BRX12_ARATH	Ribosome biogenesis protein BRX1 homolog 2 (AtBRX1-2)	BRIX1-2 At1g52930 F14G24.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G15460	Q9LE16	BRX11_ARATH	Ribosome biogenesis protein BRX1 homolog 1 (AtBRX1-1) (Brix domain-containing protein 2)	BRIX1-1 At3g15460 MJK13.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G09180	Q8RWM3	MED27_ARATH	Mediator of RNA polymerase II transcription subunit 27 (Mediator of RNA polymerase II transcription subunit 3)	MED27 MED3 MED3_1 At3g09180 F3L24.5 MZB10.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G03910	Q9S7A0	DHE3_ARATH	Probable glutamate dehydrogenase 3 (GDH 3) (EC 1.4.1.3)	GSH3 At3g03910 F20H23.4 T11I18.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G02870	Q9M8S8	VTC4_ARATH	Inositol-phosphate phosphatase (EC 3.1.3.25) (L-galactose 1-phosphate phosphatase) (EC 3.1.3.93) (Myo-inositol monophosphatase)	VTC4 IMP At3g02870 F13E7.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G31220	P52422	PUR3_ARATH	Phosphoribosylglycinamide formyltransferase, chloroplastic (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	PUR3 At1g31220 F28K20.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G13520	Q9FY49	LKHA4_ARATH	Leucine aminopeptidase (EC 3.4.11.-) (Epoxide hydrolase) (EC 3.3.2.10) (Leukotriene A-4 hydrolase homolog) (LTA-4 hydrolase)	LKHA4 At5g13520 T6I14_50	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G44635	F4KAB8	MCM6_ARATH	DNA replication licensing factor MCM6 (EC 3.6.4.12) (Minichromosome maintenance protein 6) (AtMCM6)	MCM6 At5g44635 K15C23	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G71920	P0DI07	HIS6B_ARATH	Histidinol-phosphate aminotransferase 2, chloroplastic (EC 2.6.1.9) (Gene duplicate 1-A protein) (Imidazole acetol-phosphate transaminase) (Protein HISTIDINE BIOSYNTHESIS 6B)	HISN6B GD1-A HPA2 At1g71920 F17M19.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G10330	B9DHD3	HIS6A_ARATH	Histidinol-phosphate aminotransferase 1, chloroplastic (EC 2.6.1.9) (Gene duplicate 1-B protein) (Imidazole acetol-phosphate transaminase) (Protein EMBRYO DEFECTIVE 2196) (Protein HISTIDINE BIOSYNTHESIS 6A)	HISN6A EMB2196 GD1-B HPA1 At5g10330 F18D22.100	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G39470	O80634	PNSL1_ARATH	Photosynthetic NDH subunit of lumenal location 1, chloroplastic (PsbP-like protein 2)	PNSL1 PPL2 At2g39470 F12L6.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G06350	Q9SQT8	DHQSD_ARATH	Bifunctional 3-dehydroquinate dehydratase/shikimate dehydrogenase, chloroplastic (DHQ-SDH protein) (DHQase-SORase) (Protein EMBRYO DEFECTIVE 3004) [Includes: Dehydroquinate dehydratase (DHQ) (EC 4.2.1.10); Shikimate dehydrogenase (SDH) (EC 1.1.1.25)]	EMB3004 At3g06350 F24P17.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G19410	Q940J8	PAE7_ARATH	Pectin acetylesterase 7 (EC 3.1.1.-)	PAE7 At4g19410 T5K18.190	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G79690	Q8L831	NUDT3_ARATH	Nudix hydrolase 3 (AtNUDT3) (EC 3.6.1.-)	NUDT3 NUDX3 At1g79690 F20B17.11	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G08130	Q42572	DNLI1_ARATH	DNA ligase 1 (AtLIG1) (EC 6.5.1.1) (DNA ligase I) (Polydeoxyribonucleotide synthase [ATP] 1)	LIG1 At1g08130 T23G18.1 T6D22.23	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G17160	A1A6H3	RBSK_ARATH	Ribokinase (AtRBSK) (RK) (EC 2.7.1.15)	RBSK At1g17160 F20D23.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G19690	Q93ZY3	STT3A_ARATH	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (Integral membrane protein 1) (Protein STAUROSPORIN AND TEMPERATURE SENSITIVE 3-LIKE A)	STT3A At5g19690 T29J13_110	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G74920	Q9S795	BADH1_ARATH	Aminoaldehyde dehydrogenase ALDH10A8, chloroplastic (EC 1.2.1.-) (4-trimethylammoniobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.47) (Aldehyde dehydrogenase family 10 member A8) (Aminobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.19) (Betaine aldehyde dehydrogenase ALDH10A8) (EC 1.2.1.8) (Gamma-guanidinobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.54)	ALDH10A8 At1g74920 F25A4.11 F9E10.23	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G48170	Q9STS1	BADH2_ARATH	Aminoaldehyde dehydrogenase ALDH10A9, peroxisomal (EC 1.2.1.-) (4-trimethylammoniobutyraldehyde dehydrogenase ALDH10A9) (EC 1.2.1.47) (Aldehyde dehydrogenase family 10 member A9) (Aminobutyraldehyde dehydrogenase ALDH10A9) (EC 1.2.1.19) (Betaine aldehyde dehydrogenase ALDH10A9) (EC 1.2.1.8) (Gamma-guanidinobutyraldehyde dehydrogenase ALDH10A8) (EC 1.2.1.54)	ALDH10A9 At3g48170 T24C20.50	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G45300	P05466	AROA_ARATH	3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPs)	At2g45300 F4L23.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G13450	Q96251	ATPO_ARATH	ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (OSCP)	At5g13450 T22N19.100	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G13430	Q94AR8	LEUC_ARATH	3-isopropylmalate dehydratase large subunit, chloroplastic (EC 4.2.1.33) (2-(omega-methylthio)alkylmalate dehydratase large subunit) (EC 4.2.1.170) (AtLEUC) (Isopropylmalate isomerase large subunit 1) (AtIIL1) (IPMI LSU1) (Methylthioalkylmalate isomerase large subunit) (MAM-IL)	IIL1 At4g13430 T9E8.170	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G34140	F4HT49	PABP1_ARATH	Polyadenylate-binding protein 1 (PABP-1) (Poly(A)-binding protein 1)	PAB1 At1g34140 F12G12.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G33680	Q93ZN9	DAPAT_ARATH	LL-diaminopimelate aminotransferase, chloroplastic (AtDAP-AT) (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83) (Protein ABERRANT GROWTH AND DEATH 2)	DAP AGD2 At4g33680 T16L1.170	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G26260	Q67ZE1	HSDD2_ARATH	3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 2 (At3BETAHSD/D2) (EC 1.1.1.418) (4alpha-carboxysterol-C3-dehydrogenase/C4-decarboxylase isoform 1-2) (Reticulon-like protein B19) (AtRTNLB19) (Sterol-4-alpha-carboxylate 3-dehydrogenase 2, decarboxylating)	3BETAHSD/D2 RTNLB19 At2g26260 T1D16.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G07770	F4JFN3	HS906_ARATH	Heat shock protein 90-6, mitochondrial (AtHSP90.6) (AtHsp90-6) (Heat shock protein 89-1) (Hsp89-1)	HSP90-6 HSP89-1 At3g07770 F17A17.11 MLP3.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G63890	Q9C5U8	HIS8_ARATH	Histidinol dehydrogenase, chloroplastic (HDH) (EC 1.1.1.23) (Protein HISTIDINE BIOSYNTHESIS 8)	HISN8 HDH At5g63890 MGI19.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G14150	Q9XI73	PNSL2_ARATH	Photosynthetic NDH subunit of lumenal location 2, chloroplastic (PsbQ-like protein 1)	PNSL2 PQL1 PQL2 At1g14150 F7A19.23	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G01120	P55217	CGS1_ARATH	Cystathionine gamma-synthase 1, chloroplastic (AtCGS1) (EC 2.5.1.48) (METHIONINE OVERACCUMULATION 1) (O-succinylhomoserine (thiol)-lyase)	CGS1 CYS1 MTO1 At3g01120 T4P13.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G33320	Q9C876	CGS2_ARATH	Probable cystathionine gamma-synthase 2 (EC 2.5.1.48)	CGS2 At1g33320 F10C21.1 T16O9.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G37500	Q9ZUR7	ARGJ_ARATH	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]	At2g37500 F3G5.29	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G32080	Q9FVQ4	PLGG1_ARATH	Plastidal glycolate/glycerate translocator 1, chloroplastic (Bacterial membrane protein LrgB-like protein) (AtLrgB)	PLGG1 At1g32080 F3C3.12 T12O21.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G00660	Q8RXK6	RH8_ARATH	DEAD-box ATP-dependent RNA helicase 8 (EC 3.6.4.13)	RH8 At4g00660 F6N23.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G34910	Q9SW44	RH16_ARATH	DEAD-box ATP-dependent RNA helicase 16 (EC 3.6.4.13)	RH16 At4g34910 T11I11.150	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G03920	Q8VZT0	NLAL1_ARATH	Putative H/ACA ribonucleoprotein complex subunit 1-like protein 1	At3g03920 F20H23.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G51840	Q96329	ACOX4_ARATH	Acyl-coenzyme A oxidase 4, peroxisomal (AOX 4) (EC 1.3.3.6) (G6p) (Short-chain acyl-CoA oxidase) (AtCX4) (AtG6) (SAOX)	ACX4 G6 At3g51840 ATEM1.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G11560	F4I8X8	OST3A_ARATH	Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3A	OST3A At1g11560 T23J18.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G37230	Q9ZUU3	PP190_ARATH	Large ribosomal subunit protein mL102 (rPPR5) (Pentatricopeptide repeat-containing protein At2g37230)	At2g37230 F3G5.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G18160	Q8LDG7	PEX31_ARATH	Peroxisome biogenesis protein 3-1 (Peroxin-3-1) (AtPEX3-1)	PEX3-1 At3g18160 MRC8.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G48635	Q8S9K7	PEX32_ARATH	Peroxisome biogenesis protein 3-2 (Peroxin-3-2) (AtPEX3-2)	PEX3-2 At1g48635 F11I4.17 F9P7.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G14170	Q0WM29	MMSA_ARATH	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MM-ALDH) (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member B2)	ALDH6B2 At2g14170 F15N24.6 T22C12.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G04590	A1L4X7	AHL14_ARATH	AT-hook motif nuclear-localized protein 14	AHL14 At3g04590 F7O18.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G33840	Q8S9J2	SYYC1_ARATH	Tyrosine--tRNA ligase 1, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	At2g33840 T1B8.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G28350	F4HWL4	SYYC2_ARATH	Tyrosine--tRNA ligase 2, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	At1g28350 F3M18.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G37660	O80934	Y2766_ARATH	Uncharacterized protein At2g37660, chloroplastic	At2g37660 F13M22.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G48610	Q94AD1	D1861_ARATH	Putative DNA-binding protein At1g48610 (AT-hook DNA-binding motif-containing protein At1g48610)	At1g48610 T1N15.24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G48120	Q9LNG5	PPP7L_ARATH	Serine/threonine-protein phosphatase 7 long form homolog (EC 3.1.3.16) (Protein MAIN-LIKE 3)	MAIL3 At1g48120 F21D18.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G27170	Q56YN8	SMC3_ARATH	Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Chromosome segregation protein SMC-3) (Cohesin complex subunit SMC-3) (Protein TITAN7)	SMC3 TTN7 At2g27170 T22O13.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G45030	F4IW10	EFGM2_ARATH	Elongation factor G-2, mitochondrial (EF-Gmt) (mEF-G 1-2) (Elongation factor G1-2)	MEFG2 At2g45030 T14P1.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G11170	Q56XG6	RH15_ARATH	DEAD-box ATP-dependent RNA helicase 15 (EC 3.6.4.13) (UAP56 homolog A)	RH15 UAP56A At5g11170 F2I11.60	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G11200	Q9LFN6	RH56_ARATH	DEAD-box ATP-dependent RNA helicase 56 (EC 3.6.4.13) (UAP56 homolog B)	RH56 UAP56B At5g11200 F2I11.90	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G22170	Q9SIE7	PLAT2_ARATH	PLAT domain-containing protein 2 (AtPLAT2) (PLAT domain protein 2)	PLAT2 At2g22170	Arabidopsis thaliana (Mouse-ear cress)	reviewed
